orf#,start,end,strand,contig,id,annot,score,evalue,aln_length,length
2,731,1060,TRUE,BMCI01000011.1,BMCI01000011.1_2,unknown,,,,329
3,1057,1434,TRUE,BMCI01000011.1,BMCI01000011.1_3,unknown,,,,377
4,1434,1736,TRUE,BMCI01000011.1,BMCI01000011.1_4,unknown,,,,302
5,1730,2623,TRUE,BMCI01000011.1,BMCI01000011.1_5,ORF17,367.2,1.1e-112,284,893
6,2616,2852,TRUE,BMCI01000011.1,BMCI01000011.1_6,unknown,,,,236
7,2849,3118,TRUE,BMCI01000011.1,BMCI01000011.1_7,unknown,,,,269
8,3225,3518,TRUE,BMCI01000011.1,BMCI01000011.1_8,unknown,,,,293
9,3508,4200,TRUE,BMCI01000011.1,BMCI01000011.1_9,ORF21,216.8,4.3e-67,189,692
10,4200,5261,TRUE,BMCI01000011.1,BMCI01000011.1_10,unknown,,,,1061
11,5258,6631,TRUE,BMCI01000011.1,BMCI01000011.1_11,ORF23,443.5,1.4e-135,425,1373
12,6631,8445,TRUE,BMCI01000011.1,BMCI01000011.1_12,ORF24,575.9,1.2e-175,504,1814
13,8442,8636,TRUE,BMCI01000011.1,BMCI01000011.1_13,unknown,,,,194
14,8663,11152,TRUE,BMCI01000011.1,BMCI01000011.1_14,unknown,,,,2489
15,11145,12122,TRUE,BMCI01000011.1,BMCI01000011.1_15,unknown,,,,977
16,12450,14024,FALSE,BMCI01000011.1,BMCI01000011.1_16,unknown,,,,1574
17,14236,14604,FALSE,BMCI01000011.1,BMCI01000011.1_17,unknown,,,,368
13,9097,9489,FALSE,CP026314.1,CP026314.1_13,unknown,,,,392
14,9482,10360,FALSE,CP026314.1,CP026314.1_14,unknown,,,,878
15,10827,11456,TRUE,CP026314.1,CP026314.1_15,unknown,,,,629
16,11505,11759,FALSE,CP026314.1,CP026314.1_16,unknown,,,,254
17,11764,12039,FALSE,CP026314.1,CP026314.1_17,unknown,,,,275
18,12103,16137,TRUE,CP026314.1,CP026314.1_18,ORF6,1036.8,0,1226,4034
19,16139,17767,TRUE,CP026314.1,CP026314.1_19,unknown,,,,1628
20,17731,18537,TRUE,CP026314.1,CP026314.1_20,ORF8,125.4,5.1e-39,235,806
21,18699,19727,TRUE,CP026314.1,CP026314.1_21,ORF10,280.5,5.1e-86,333,1028
22,19729,19992,TRUE,CP026314.1,CP026314.1_22,unknown,,,,263
23,20080,20748,TRUE,CP026314.1,CP026314.1_23,unknown,,,,668
24,20745,20987,TRUE,CP026314.1,CP026314.1_24,unknown,,,,242
25,20990,21238,TRUE,CP026314.1,CP026314.1_25,unknown,,,,248
26,21235,22140,TRUE,CP026314.1,CP026314.1_26,unknown,,,,905
5,2821,2952,TRUE,CP040639.1,CP040639.1_5,unknown,,,,131
6,2949,3254,TRUE,CP040639.1,CP040639.1_6,unknown,,,,305
7,3335,3535,FALSE,CP040639.1,CP040639.1_7,unknown,,,,200
8,3668,3811,TRUE,CP040639.1,CP040639.1_8,unknown,,,,143
9,3841,4482,TRUE,CP040639.1,CP040639.1_9,unknown,,,,641
10,4493,8746,TRUE,CP040639.1,CP040639.1_10,ORF6,1387.9,0,211,4253
11,8743,10305,TRUE,CP040639.1,CP040639.1_11,unknown,,,,1562
12,10307,11089,TRUE,CP040639.1,CP040639.1_12,ORF8,349.8,5e-107,256,782
13,11276,12340,TRUE,CP040639.1,CP040639.1_13,ORF10,338.3,3.5e-103,323,1064
14,12347,12613,TRUE,CP040639.1,CP040639.1_14,unknown,,,,266
15,12692,13060,TRUE,CP040639.1,CP040639.1_15,unknown,,,,368
16,13179,13886,TRUE,CP040639.1,CP040639.1_16,unknown,,,,707
17,13883,14125,TRUE,CP040639.1,CP040639.1_17,unknown,,,,242
18,14130,14384,TRUE,CP040639.1,CP040639.1_18,unknown,,,,254
14,11778,12692,FALSE,Eyresouth_NODE_218,Eyresouth_NODE_218_length_34093_cov_9.73377_14,unknown,,,,914
15,12694,13014,FALSE,Eyresouth_NODE_218,Eyresouth_NODE_218_length_34093_cov_9.73377_15,unknown,,,,320
16,13091,13330,FALSE,Eyresouth_NODE_218,Eyresouth_NODE_218_length_34093_cov_9.73377_16,unknown,,,,239
17,13340,13528,FALSE,Eyresouth_NODE_218,Eyresouth_NODE_218_length_34093_cov_9.73377_17,unknown,,,,188
18,13577,14266,FALSE,Eyresouth_NODE_218,Eyresouth_NODE_218_length_34093_cov_9.73377_18,unknown,,,,689
19,14441,15460,FALSE,Eyresouth_NODE_218,Eyresouth_NODE_218_length_34093_cov_9.73377_19,ORF10,204.4,6.3e-63,318,1019
20,15536,15625,FALSE,Eyresouth_NODE_218,Eyresouth_NODE_218_length_34093_cov_9.73377_20,unknown,,,,89
21,15622,16404,FALSE,Eyresouth_NODE_218,Eyresouth_NODE_218_length_34093_cov_9.73377_21,ORF8,120,2e-37,247,782
22,16407,17966,FALSE,Eyresouth_NODE_218,Eyresouth_NODE_218_length_34093_cov_9.73377_22,unknown,,,,1559
23,17963,22114,FALSE,Eyresouth_NODE_218,Eyresouth_NODE_218_length_34093_cov_9.73377_23,ORF6,451.7,1.4e-137,1154,4151
24,22439,23107,FALSE,Eyresouth_NODE_218,Eyresouth_NODE_218_length_34093_cov_9.73377_24,unknown,,,,668
25,23353,24360,FALSE,Eyresouth_NODE_218,Eyresouth_NODE_218_length_34093_cov_9.73377_25,unknown,,,,1007
26,24492,24821,FALSE,Eyresouth_NODE_218,Eyresouth_NODE_218_length_34093_cov_9.73377_26,unknown,,,,329
27,24821,25177,FALSE,Eyresouth_NODE_218,Eyresouth_NODE_218_length_34093_cov_9.73377_27,unknown,,,,356
28,25444,25680,TRUE,Eyresouth_NODE_218,Eyresouth_NODE_218_length_34093_cov_9.73377_28,unknown,,,,236
151,147074,147352,FALSE,FNFC01000002.1,FNFC01000002.1_151,unknown,,,,278
152,147349,147597,FALSE,FNFC01000002.1,FNFC01000002.1_152,unknown,,,,248
153,147698,147982,TRUE,FNFC01000002.1,FNFC01000002.1_153,unknown,,,,284
154,148327,149037,TRUE,FNFC01000002.1,FNFC01000002.1_154,unknown,,,,710
155,149209,149589,TRUE,FNFC01000002.1,FNFC01000002.1_155,unknown,,,,380
156,149586,153704,TRUE,FNFC01000002.1,FNFC01000002.1_156,ORF6,804.8,3.1e-243,1167,4118
157,153710,155353,TRUE,FNFC01000002.1,FNFC01000002.1_157,unknown,,,,1643
158,155365,156144,TRUE,FNFC01000002.1,FNFC01000002.1_158,ORF8,174.4,4.2e-53,232,779
159,156267,157370,TRUE,FNFC01000002.1,FNFC01000002.1_159,ORF10,286.3,6e-87,317,1103
160,157372,157644,TRUE,FNFC01000002.1,FNFC01000002.1_160,unknown,,,,272
161,157734,158414,TRUE,FNFC01000002.1,FNFC01000002.1_161,unknown,,,,680
162,158417,158641,TRUE,FNFC01000002.1,FNFC01000002.1_162,unknown,,,,224
163,158647,158901,TRUE,FNFC01000002.1,FNFC01000002.1_163,unknown,,,,254
164,158898,159833,TRUE,FNFC01000002.1,FNFC01000002.1_164,unknown,,,,935
13,8560,9084,FALSE,FOIS01000007.1,FOIS01000007.1_13,unknown,,,,524
14,9142,9867,FALSE,FOIS01000007.1,FOIS01000007.1_14,unknown,,,,725
15,10382,10552,FALSE,FOIS01000007.1,FOIS01000007.1_15,unknown,,,,170
16,10728,10928,FALSE,FOIS01000007.1,FOIS01000007.1_16,unknown,,,,200
17,11201,11797,TRUE,FOIS01000007.1,FOIS01000007.1_17,unknown,,,,596
18,11807,15043,TRUE,FOIS01000007.1,FOIS01000007.1_18,ORF6,948,4.4e-287,149,3236
19,15040,16617,TRUE,FOIS01000007.1,FOIS01000007.1_19,unknown,,,,1577
20,16620,17324,TRUE,FOIS01000007.1,FOIS01000007.1_20,ORF8,119.5,5.3e-37,244,704
21,17462,17743,TRUE,FOIS01000007.1,FOIS01000007.1_21,unknown,,,,281
22,17799,19823,TRUE,FOIS01000007.1,FOIS01000007.1_22,unknown,,,,2024
23,19881,20258,TRUE,FOIS01000007.1,FOIS01000007.1_23,unknown,,,,377
24,20380,21351,TRUE,FOIS01000007.1,FOIS01000007.1_24,unknown,,,,971
25,21348,22520,TRUE,FOIS01000007.1,FOIS01000007.1_25,unknown,,,,1172
26,22513,23046,TRUE,FOIS01000007.1,FOIS01000007.1_26,unknown,,,,533
27,23043,23552,TRUE,FOIS01000007.1,FOIS01000007.1_27,unknown,,,,509
28,23549,24505,TRUE,FOIS01000007.1,FOIS01000007.1_28,unknown,,,,956
29,24672,25700,TRUE,FOIS01000007.1,FOIS01000007.1_29,ORF10,247.6,8.3e-76,329,1028
30,25783,26193,TRUE,FOIS01000007.1,FOIS01000007.1_30,unknown,,,,410
31,26377,27087,TRUE,FOIS01000007.1,FOIS01000007.1_31,unknown,,,,710
32,27080,27304,TRUE,FOIS01000007.1,FOIS01000007.1_32,unknown,,,,224
33,27314,28225,TRUE,FOIS01000007.1,FOIS01000007.1_33,unknown,,,,911
34,28263,28421,TRUE,FOIS01000007.1,FOIS01000007.1_34,unknown,,,,158
40,29705,29899,FALSE,FOXI01000019.1,FOXI01000019.1_40,unknown,,,,194
41,29899,30822,FALSE,FOXI01000019.1,FOXI01000019.1_41,unknown,,,,923
42,30819,31064,FALSE,FOXI01000019.1,FOXI01000019.1_42,unknown,,,,245
43,31066,31317,FALSE,FOXI01000019.1,FOXI01000019.1_43,unknown,,,,251
44,31411,32046,FALSE,FOXI01000019.1,FOXI01000019.1_44,unknown,,,,635
45,32148,33326,FALSE,FOXI01000019.1,FOXI01000019.1_45,ORF10,266.7,8.5e-82,336,1178
46,33339,34046,FALSE,FOXI01000019.1,FOXI01000019.1_46,ORF8,166.7,1.4e-51,236,707
47,34049,35119,FALSE,FOXI01000019.1,FOXI01000019.1_47,unknown,,,,1070
19,12893,13012,FALSE,Frome_NODE_208,Frome_NODE_208_length_31991_cov_42.105993_19,unknown,,,,119
20,13012,13284,FALSE,Frome_NODE_208,Frome_NODE_208_length_31991_cov_42.105993_20,unknown,,,,272
21,13284,13469,FALSE,Frome_NODE_208,Frome_NODE_208_length_31991_cov_42.105993_21,unknown,,,,185
22,13466,14083,FALSE,Frome_NODE_208,Frome_NODE_208_length_31991_cov_42.105993_22,unknown,,,,617
23,14196,14468,FALSE,Frome_NODE_208,Frome_NODE_208_length_31991_cov_42.105993_23,unknown,,,,272
24,14475,15566,FALSE,Frome_NODE_208,Frome_NODE_208_length_31991_cov_42.105993_24,ORF10,82,1.2e-25,313,1091
25,15684,16406,FALSE,Frome_NODE_208,Frome_NODE_208_length_31991_cov_42.105993_25,ORF8,117.5,1.4e-36,234,722
26,16426,18057,FALSE,Frome_NODE_208,Frome_NODE_208_length_31991_cov_42.105993_26,unknown,,,,1631
27,18054,22322,FALSE,Frome_NODE_208,Frome_NODE_208_length_31991_cov_42.105993_27,ORF6,626.4,2.9e-190,1230,4268
28,22337,22870,FALSE,Frome_NODE_208,Frome_NODE_208_length_31991_cov_42.105993_28,unknown,,,,533
29,23420,23665,FALSE,Frome_NODE_208,Frome_NODE_208_length_31991_cov_42.105993_29,unknown,,,,245
30,23996,24214,TRUE,Frome_NODE_208,Frome_NODE_208_length_31991_cov_42.105993_30,unknown,,,,218
31,24211,24561,TRUE,Frome_NODE_208,Frome_NODE_208_length_31991_cov_42.105993_31,unknown,,,,350
32,24558,24731,TRUE,Frome_NODE_208,Frome_NODE_208_length_31991_cov_42.105993_32,unknown,,,,173
49,21765,21932,TRUE,Gairdner_NODE_118,Gairdner_NODE_118_length_47723_cov_5.388856_49,unknown,,,,167
50,21938,22375,TRUE,Gairdner_NODE_118,Gairdner_NODE_118_length_47723_cov_5.388856_50,unknown,,,,437
51,22405,23238,TRUE,Gairdner_NODE_118,Gairdner_NODE_118_length_47723_cov_5.388856_51,unknown,,,,833
52,23449,23673,TRUE,Gairdner_NODE_118,Gairdner_NODE_118_length_47723_cov_5.388856_52,unknown,,,,224
53,23976,24605,TRUE,Gairdner_NODE_118,Gairdner_NODE_118_length_47723_cov_5.388856_53,unknown,,,,629
54,24781,28548,TRUE,Gairdner_NODE_118,Gairdner_NODE_118_length_47723_cov_5.388856_54,ORF6,879.2,3.1e-266,368,3767
55,28545,30149,TRUE,Gairdner_NODE_118,Gairdner_NODE_118_length_47723_cov_5.388856_55,unknown,,,,1604
56,30153,30878,TRUE,Gairdner_NODE_118,Gairdner_NODE_118_length_47723_cov_5.388856_56,ORF8,139.4,6e-43,255,725
57,30974,32017,TRUE,Gairdner_NODE_118,Gairdner_NODE_118_length_47723_cov_5.388856_57,ORF10,223.3,2.6e-68,327,1043
58,32047,32343,TRUE,Gairdner_NODE_118,Gairdner_NODE_118_length_47723_cov_5.388856_58,unknown,,,,296
59,32343,32696,TRUE,Gairdner_NODE_118,Gairdner_NODE_118_length_47723_cov_5.388856_59,unknown,,,,353
60,32703,33029,TRUE,Gairdner_NODE_118,Gairdner_NODE_118_length_47723_cov_5.388856_60,unknown,,,,326
61,33032,33301,TRUE,Gairdner_NODE_118,Gairdner_NODE_118_length_47723_cov_5.388856_61,unknown,,,,269
62,33298,33576,TRUE,Gairdner_NODE_118,Gairdner_NODE_118_length_47723_cov_5.388856_62,unknown,,,,278
5,1159,1377,TRUE,Gairdner_NODE_144,Gairdner_NODE_144_length_43966_cov_7.457380_5,unknown,,,,218
6,1496,1906,FALSE,Gairdner_NODE_144,Gairdner_NODE_144_length_43966_cov_7.457380_6,unknown,,,,410
7,2021,2200,TRUE,Gairdner_NODE_144,Gairdner_NODE_144_length_43966_cov_7.457380_7,unknown,,,,179
8,2197,3876,TRUE,Gairdner_NODE_144,Gairdner_NODE_144_length_43966_cov_7.457380_8,unknown,,,,1679
9,3932,4558,FALSE,Gairdner_NODE_144,Gairdner_NODE_144_length_43966_cov_7.457380_9,unknown,,,,626
10,4922,8515,TRUE,Gairdner_NODE_144,Gairdner_NODE_144_length_43966_cov_7.457380_10,ORF6,804.1,1e-243,1144,3593
11,8512,10128,TRUE,Gairdner_NODE_144,Gairdner_NODE_144_length_43966_cov_7.457380_11,unknown,,,,1616
12,10125,10250,TRUE,Gairdner_NODE_144,Gairdner_NODE_144_length_43966_cov_7.457380_12,unknown,,,,125
13,10247,10963,TRUE,Gairdner_NODE_144,Gairdner_NODE_144_length_43966_cov_7.457380_13,ORF8,164.5,8.7e-51,241,716
14,11077,12171,TRUE,Gairdner_NODE_144,Gairdner_NODE_144_length_43966_cov_7.457380_14,ORF10,134.6,1.7e-41,304,1094
15,12171,12428,TRUE,Gairdner_NODE_144,Gairdner_NODE_144_length_43966_cov_7.457380_15,unknown,,,,257
16,12628,12786,TRUE,Gairdner_NODE_144,Gairdner_NODE_144_length_43966_cov_7.457380_16,unknown,,,,158
17,12783,13139,TRUE,Gairdner_NODE_144,Gairdner_NODE_144_length_43966_cov_7.457380_17,unknown,,,,356
18,13142,13432,TRUE,Gairdner_NODE_144,Gairdner_NODE_144_length_43966_cov_7.457380_18,unknown,,,,290
19,13432,13689,TRUE,Gairdner_NODE_144,Gairdner_NODE_144_length_43966_cov_7.457380_19,unknown,,,,257
6,4075,4344,FALSE,Gairdner_NODE_1649,Gairdner_NODE_1649_length_16492_cov_7.650423_6,unknown,,,,269
7,4344,4583,FALSE,Gairdner_NODE_1649,Gairdner_NODE_1649_length_16492_cov_7.650423_7,unknown,,,,239
8,4583,4876,FALSE,Gairdner_NODE_1649,Gairdner_NODE_1649_length_16492_cov_7.650423_8,unknown,,,,293
9,4876,5529,FALSE,Gairdner_NODE_1649,Gairdner_NODE_1649_length_16492_cov_7.650423_9,unknown,,,,653
10,5784,6041,FALSE,Gairdner_NODE_1649,Gairdner_NODE_1649_length_16492_cov_7.650423_10,unknown,,,,257
11,6046,7140,FALSE,Gairdner_NODE_1649,Gairdner_NODE_1649_length_16492_cov_7.650423_11,ORF10,150.7,5.7e-47,319,1094
12,7384,8100,TRUE,Gairdner_NODE_1649,Gairdner_NODE_1649_length_16492_cov_7.650423_12,unknown,,,,716
13,8148,9044,FALSE,Gairdner_NODE_1649,Gairdner_NODE_1649_length_16492_cov_7.650423_13,unknown,,,,896
14,9046,9972,FALSE,Gairdner_NODE_1649,Gairdner_NODE_1649_length_16492_cov_7.650423_14,unknown,,,,926
15,10067,10789,FALSE,Gairdner_NODE_1649,Gairdner_NODE_1649_length_16492_cov_7.650423_15,ORF8,109.2,1.7e-34,232,722
16,10796,12496,FALSE,Gairdner_NODE_1649,Gairdner_NODE_1649_length_16492_cov_7.650423_16,unknown,,,,1700
17,12493,16389,FALSE,Gairdner_NODE_1649,Gairdner_NODE_1649_length_16492_cov_7.650423_17,ORF6,604.7,3.9e-184,87,3896
35,26957,27277,FALSE,Gairdner_NODE_200,Gairdner_NODE_200_length_38460_cov_9.422054_35,unknown,,,,320
36,27277,27486,FALSE,Gairdner_NODE_200,Gairdner_NODE_200_length_38460_cov_9.422054_36,unknown,,,,209
37,27500,28447,FALSE,Gairdner_NODE_200,Gairdner_NODE_200_length_38460_cov_9.422054_37,unknown,,,,947
38,28444,28824,FALSE,Gairdner_NODE_200,Gairdner_NODE_200_length_38460_cov_9.422054_38,unknown,,,,380
39,28824,29456,FALSE,Gairdner_NODE_200,Gairdner_NODE_200_length_38460_cov_9.422054_39,unknown,,,,632
40,29490,30545,FALSE,Gairdner_NODE_200,Gairdner_NODE_200_length_38460_cov_9.422054_40,ORF10,141.1,1.2e-43,301,1055
41,30644,31417,FALSE,Gairdner_NODE_200,Gairdner_NODE_200_length_38460_cov_9.422054_41,ORF8,95.9,5e-30,255,773
42,31419,33128,FALSE,Gairdner_NODE_200,Gairdner_NODE_200_length_38460_cov_9.422054_42,unknown,,,,1709
43,33125,36607,FALSE,Gairdner_NODE_200,Gairdner_NODE_200_length_38460_cov_9.422054_43,ORF6,756.9,1.2e-229,1152,3482
44,36673,37335,FALSE,Gairdner_NODE_200,Gairdner_NODE_200_length_38460_cov_9.422054_44,unknown,,,,662
45,37549,37815,FALSE,Gairdner_NODE_200,Gairdner_NODE_200_length_38460_cov_9.422054_45,unknown,,,,266
15,9885,10148,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_15,unknown,,,,263
16,10287,10496,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_16,unknown,,,,209
17,10493,10768,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_17,unknown,,,,275
18,11186,11770,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_18,unknown,,,,584
19,11999,12619,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_19,unknown,,,,620
20,12758,16057,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_20,ORF6,716.7,1.7e-217,992,3299
21,16054,16659,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_21,unknown,,,,605
22,16656,18248,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_22,unknown,,,,1592
23,18252,18962,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_23,ORF8,107.9,1.1e-33,235,710
24,18981,20072,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_24,unknown,,,,1091
25,20076,20768,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_25,unknown,,,,692
26,20761,23118,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_26,unknown,,,,2357
27,23235,24338,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_27,ORF10,161,1.2e-49,318,1103
28,24341,24622,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_28,unknown,,,,281
29,24725,25204,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_29,unknown,,,,479
30,25201,25821,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_30,unknown,,,,620
31,25976,26239,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_31,unknown,,,,263
32,26239,26502,TRUE,Gairdner_NODE_217,Gairdner_NODE_217_length_37248_cov_7.812599_32,unknown,,,,263
6,1563,2534,FALSE,Gairdner_NODE_2803,Gairdner_NODE_2803_length_13236_cov_7.077763_6,unknown,,,,971
7,2535,2816,FALSE,Gairdner_NODE_2803,Gairdner_NODE_2803_length_13236_cov_7.077763_7,unknown,,,,281
8,2816,3106,FALSE,Gairdner_NODE_2803,Gairdner_NODE_2803_length_13236_cov_7.077763_8,unknown,,,,290
9,3106,3771,FALSE,Gairdner_NODE_2803,Gairdner_NODE_2803_length_13236_cov_7.077763_9,unknown,,,,665
10,3888,4139,FALSE,Gairdner_NODE_2803,Gairdner_NODE_2803_length_13236_cov_7.077763_10,unknown,,,,251
11,4148,5347,FALSE,Gairdner_NODE_2803,Gairdner_NODE_2803_length_13236_cov_7.077763_11,ORF10,137.6,5e-43,300,1199
12,5316,6161,FALSE,Gairdner_NODE_2803,Gairdner_NODE_2803_length_13236_cov_7.077763_12,ORF8,109,1.8e-34,234,845
13,6165,7817,FALSE,Gairdner_NODE_2803,Gairdner_NODE_2803_length_13236_cov_7.077763_13,unknown,,,,1652
14,7814,12109,FALSE,Gairdner_NODE_2803,Gairdner_NODE_2803_length_13236_cov_7.077763_14,ORF6,870.4,2.4e-264,1200,4295
15,12367,13131,FALSE,Gairdner_NODE_2803,Gairdner_NODE_2803_length_13236_cov_7.077763_15,unknown,,,,764
16,13131,13235,FALSE,Gairdner_NODE_2803,Gairdner_NODE_2803_length_13236_cov_7.077763_16,unknown,,,,104
1,3,596,FALSE,Gairdner_NODE_4298,Gairdner_NODE_4298_length_11003_cov_3.762240_1,ORF17,221.7,7.4e-69,186,593
2,581,976,FALSE,Gairdner_NODE_4298,Gairdner_NODE_4298_length_11003_cov_3.762240_2,unknown,,,,395
3,976,1644,FALSE,Gairdner_NODE_4298,Gairdner_NODE_4298_length_11003_cov_3.762240_3,unknown,,,,668
4,1658,2644,FALSE,Gairdner_NODE_4298,Gairdner_NODE_4298_length_11003_cov_3.762240_4,ORF10,192.2,9.9e-60,319,986
5,2759,3475,FALSE,Gairdner_NODE_4298,Gairdner_NODE_4298_length_11003_cov_3.762240_5,ORF8,141.9,1.3e-44,255,716
6,3480,4673,FALSE,Gairdner_NODE_4298,Gairdner_NODE_4298_length_11003_cov_3.762240_6,unknown,,,,1193
7,4838,6793,FALSE,Gairdner_NODE_4298,Gairdner_NODE_4298_length_11003_cov_3.762240_7,ORF6,550,9e-168,604,1955
8,6790,8820,FALSE,Gairdner_NODE_4298,Gairdner_NODE_4298_length_11003_cov_3.762240_8,ORF6,158.3,1.7e-49,513,2030
9,9028,9180,FALSE,Gairdner_NODE_4298,Gairdner_NODE_4298_length_11003_cov_3.762240_9,unknown,,,,152
10,9425,10120,FALSE,Gairdner_NODE_4298,Gairdner_NODE_4298_length_11003_cov_3.762240_10,unknown,,,,695
11,10181,10660,FALSE,Gairdner_NODE_4298,Gairdner_NODE_4298_length_11003_cov_3.762240_11,unknown,,,,479
12,10663,11001,FALSE,Gairdner_NODE_4298,Gairdner_NODE_4298_length_11003_cov_3.762240_12,unknown,,,,338
1,1,78,FALSE,JAJNEG010000027.1,JAJNEG010000027.1_1,unknown,,,,77
2,177,473,FALSE,JAJNEG010000027.1,JAJNEG010000027.1_2,unknown,,,,296
3,476,1984,FALSE,JAJNEG010000027.1,JAJNEG010000027.1_3,ORF10,127.3,1.2e-39,157,1508
4,2096,2890,FALSE,JAJNEG010000027.1,JAJNEG010000027.1_4,ORF8,275.5,5.1e-85,257,794
5,2899,4554,FALSE,JAJNEG010000027.1,JAJNEG010000027.1_5,unknown,,,,1655
6,4551,8705,FALSE,JAJNEG010000027.1,JAJNEG010000027.1_6,ORF6,1080.2,0,1227,4154
7,9025,9681,FALSE,JAJNEG010000027.1,JAJNEG010000027.1_7,unknown,,,,656
8,10048,10656,TRUE,JAJNEG010000027.1,JAJNEG010000027.1_8,unknown,,,,608
9,10720,11052,FALSE,JAJNEG010000027.1,JAJNEG010000027.1_9,unknown,,,,332
10,11054,11221,FALSE,JAJNEG010000027.1,JAJNEG010000027.1_10,unknown,,,,167
11,11346,14792,FALSE,JAJNEG010000027.1,JAJNEG010000027.1_11,unknown,,,,3446
9,6710,7399,FALSE,JAJNEG010000028.1,JAJNEG010000028.1_9,unknown,,,,689
10,7506,8753,FALSE,JAJNEG010000028.1,JAJNEG010000028.1_10,unknown,,,,1247
11,9816,11441,TRUE,JAJNEG010000028.1,JAJNEG010000028.1_11,unknown,,,,1625
12,11617,11796,TRUE,JAJNEG010000028.1,JAJNEG010000028.1_12,unknown,,,,179
